country,1996,2002,2005,2008,2012,2000,1986,1987,1991,1992,1993,1994,1995,1997,1998,1999,2001,2003,2004,2006,2007,2009,2010,2011,2013,2014,1983,1985,1988,1990,1981,1982,1984,1989
Serbia,NA,1.28,3.99,0.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.78,2.74,1.74,1.16,1.19,1.65,NA,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA
Seychelles,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37,NA,NA,NA,0.97,NA,NA,NA,NA,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sierra Leone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.87,NA,NA,NA,NA,NA,79.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.33
Slovakia,1.95,NA,0.45,0.53,0.42,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.04,0.86,0,0.51,0.53,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
Slovenia,NA,0.13,0.18,0.01,0.05,NA,NA,0.06,NA,NA,0.1,NA,NA,NA,0.06,NA,NA,0,0.21,0.1,0.09,0.03,0.01,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Solomon Islands,NA,NA,69.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Africa,52.86,NA,NA,35.75,NA,49.97,NA,NA,NA,NA,46.67,NA,NA,NA,NA,NA,NA,NA,NA,46.84,NA,NA,NA,34.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
South Asia,75.59,73.76,69.5,65.85,53.31,NA,NA,80.65,NA,NA,78.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.8,56.71,50.3,NA,NA,NA,NA,78.42,84.02,NA,82.87,NA
South Sudan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sri Lanka,NA,33.9,NA,NA,14.59,NA,NA,NA,NA,NA,NA,NA,38.94,NA,NA,NA,NA,NA,NA,21.66,NA,16.73,NA,NA,NA,NA,NA,43.07,NA,40.45,NA,NA,NA,NA
Sub-Saharan Africa,76.53,76.53,73.06,70.28,66.5,NA,NA,NA,NA,NA,76.62,NA,NA,NA,NA,76.84,NA,NA,NA,NA,NA,NA,69.13,67.86,64.99,NA,NA,NA,NA,73.76,NA,NA,NA,NA
Sudan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Suriname,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Swaziland,NA,NA,NA,NA,NA,70.28,NA,NA,NA,NA,NA,91.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tajikistan,NA,NA,NA,NA,63.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.06,NA,64.78,46.29,NA,32.65,23.43,NA,NA,60.82,56.67,NA,NA,NA,NA,NA,NA,NA,NA
Tanzania,NA,NA,NA,NA,NA,95.26,NA,NA,88.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.89,NA,NA,76.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Thailand,13.93,10.75,NA,2.97,1.23,16.97,NA,NA,NA,27.36,NA,17.87,NA,NA,12.93,17.16,NA,NA,8.01,5.51,3.74,2.59,2.09,1.17,0.92,NA,NA,NA,38.22,34.31,41.53,NA,NA,NA
Timor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.84,NA,NA,NA,80.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Togo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.69,NA,NA,NA,74.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tonga,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.58,NA,NA,NA,NA,8.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trinidad and Tobago,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.7,NA,NA,NA,NA,NA
Tunisia,NA,NA,13.26,NA,NA,20.15,NA,NA,NA,NA,NA,NA,28.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.41,NA,NA,NA,NA,34.59,NA,27.42,NA,NA,NA,NA
Turkey,NA,9.94,9.34,5.36,3.1,NA,NA,9.75,NA,NA,NA,12.08,NA,NA,NA,NA,NA,13.2,9.08,7.76,6.32,4.57,4.25,3.99,2.62,NA,NA,NA,NA,NA,NA,NA,NA,NA
Turkmenistan,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.22,NA,NA,NA,NA,NA
Tuvalu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uganda,83.37,82.48,76.33,NA,64.95,NA,NA,NA,NA,87.8,NA,NA,NA,NA,NA,84.64,NA,NA,NA,NA,NA,69.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.29
Ukraine,21.37,10.58,2.26,0.4,0.2,NA,NA,NA,NA,11.79,8.3,NA,18.96,NA,NA,34.65,NA,6.25,4.97,1.4,1.03,0.55,0.25,0.17,0.08,0.12,NA,NA,6.64,NA,NA,NA,NA,NA
Upper middle income,50.45,40.76,30.62,23.58,14.55,NA,NA,61.56,NA,NA,57.03,NA,NA,NA,NA,48.13,NA,NA,NA,NA,NA,NA,19.82,16.64,9.91,NA,NA,NA,NA,62.08,67.75,NA,66.34,NA
Uruguay,2.76,4.32,6.11,2.55,1.67,2.63,NA,NA,NA,2.02,NA,NA,2.28,2.37,2.53,NA,3.35,5.22,6.88,4.67,3.78,2.11,1.61,1.61,1.56,1.3,NA,NA,NA,NA,3.92,NA,NA,2.11
Uzbekistan,NA,87.99,NA,NA,NA,88.71,NA,NA,NA,NA,NA,NA,NA,NA,69.15,NA,NA,87.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36,NA,NA,NA,NA,NA
Vanuatu,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Venezuela,NA,27.83,23.97,NA,NA,NA,NA,10.24,NA,8.53,NA,NA,18.34,NA,20.29,20.47,19.05,33.58,29.08,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.52,NA,NA,13.91
Vietnam,NA,69.32,NA,45.61,13.86,NA,NA,NA,NA,77.09,NA,NA,NA,NA,69.11,NA,NA,NA,58.46,51.15,NA,NA,18.05,NA,NA,12.02,NA,NA,NA,NA,NA,NA,NA,NA
Zambia,63.29,75.08,NA,NA,NA,NA,NA,NA,68.17,NA,72.87,NA,NA,NA,64.25,NA,NA,NA,74.02,76.86,NA,NA,78.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zimbabwe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
